QPS
254.60
527.71
783.03
1554.41
2265.47
2909.36
3451.31
3827.50
4103.62
4315.13
4391.64
4516.30
4584.66
4651.23
4645.50
4623.62
4691.98
4701.87
4688.82
4695.35
4723.87
4727.70
4726.12
4735.89
4710.97
4710.46
4764.02
4730.39
4793.03
4756.08
4814.63
4790.81
4796.09
4799.44
4748.89
4747.91
4792.51
4758.85
4753.86
4733.17
4699.41
4750.54
