QPS
387.34
782.75
1186.32
2182.69
3034.68
3723.81
4221.55
4537.26
4673.36
4712.04
4727.22
4715.89
4743.91
4744.97
4704.48
4747.60
4722.74
4753.62
4749.28
4720.32
4748.99
4733.02
4784.73
4747.75
4747.63
4738.34
4730.57
4746.12
4749.94
4735.74
4747.90
4721.45
4733.47
4748.99
4735.23
4732.18
4720.12
4717.41
4751.82
4744.36
4752.18
4745.39
