QPS
196.42
461.39
705.25
1445.71
2112.95
2633.59
3013.29
3370.27
3602.12
3783.67
3943.34
4072.55
4173.19
4254.06
4355.02
4418.09
4502.32
4521.00
4555.15
4634.03
4622.39
4678.27
4659.84
4658.05
4703.49
4686.52
4721.57
4715.96
4749.18
4758.34
4755.74
4754.18
4782.85
4774.69
4796.44
4813.08
4753.26
4774.24
4782.84
4763.08
4782.18
4778.74
