QPS
158.15
348.69
568.94
1179.47
1557.08
1841.42
2037.51
2176.93
2244.93
2295.85
2437.98
2578.00
2681.84
2696.56
2742.80
2772.78
2865.51
2939.10
2942.32
2989.14
3032.92
3022.34
3029.12
3000.38
3074.98
3111.61
3139.05
3143.12
3100.66
3125.56
3131.66
3146.99
3122.81
3076.70
3153.65
3190.99
3182.40
3200.10
3153.26
3169.47
3172.88
3150.94
