QPS
413.49
665.80
1193.25
2207.65
2997.68
3591.24
3882.20
4035.16
4171.18
4383.17
4522.52
4663.69
4770.70
4884.70
4918.93
4912.65
4976.24
4959.03
4983.80
4991.37
4960.39
4975.72
4981.52
4971.97
4942.81
4957.38
4988.45
4996.52
4999.78
4980.01
4950.58
4957.94
4951.23
4957.83
4954.75
4944.42
4954.15
4942.64
4941.52
4964.16
4964.26
4964.05
