QPS
431.47
723.45
1240.55
2302.60
3146.96
3752.77
3987.45
4092.30
4338.24
4515.92
4700.61
4784.78
4916.55
5074.15
5138.38
5168.46
5073.80
5104.27
5174.55
5177.64
5201.93
5111.38
5097.41
5178.39
5171.75
5157.10
5020.63
5119.13
5195.82
5184.45
5185.45
5096.04
5112.35
5185.46
5202.99
5193.28
5074.66
5092.88
5188.29
5166.45
5150.23
5037.24
